city,state,pop,query
Linwood,NJ,6971,Linwood NJ
Lanett,AL,6970,Lanett AL
Heber Springs,AK,6969,Heber Springs AK
Heber Springs,AR,6969,Heber Springs AR
Holly Springs,MS,6968,Holly Springs MS
Idabel ,OK,6961,Idabel  OK
Manorhaven,NY,6956,Manorhaven NY
Grove,OK,6956,Grove OK
Nappanee,IN,6949,Nappanee IN
Valley Park,MO,6942,Valley Park MO
Shamokin,PA,6942,Shamokin PA
Oneonta,AL,6938,Oneonta AL
Belfast,ME,6938,Belfast ME
Kirtland,OH,6937,Kirtland OH
Rockland,ME,6936,Rockland ME
St Joseph,MN,6932,St Joseph MN
Kasson,MN,6931,Kasson MN
Black Jack,MO,6929,Black Jack MO
Nevada,IA,6925,Nevada IA
Huron,OH,6922,Huron OH
Hurricane,WV,6919,Hurricane WV
Perry,FL,6898,Perry FL
Greenbrier,TN,6898,Greenbrier TN
Basehor,KS,6896,Basehor KS
Elkins ,WV,6895,Elkins  WV
Orland Hills,IL,6893,Orland Hills IL
LaFayette ,GA,6888,LaFayette  GA
Dacula,GA,6882,Dacula GA
Monessen,PA,6876,Monessen PA
Mexia,TX,6876,Mexia TX
Decatur,TX,6875,Decatur TX
Taylor Mill,KY,6873,Taylor Mill KY
Roeland Park,KS,6871,Roeland Park KS
Newport,TN,6868,Newport TN
Bonne Terre,MO,6864,Bonne Terre MO
Millsboro,DE,6863,Millsboro DE
Union,OH,6859,Union OH
Harvard,MA,6851,Harvard MA
Silsbee,TX,6851,Silsbee TX
Allendale,NJ,6848,Allendale NJ
Litchfield Park,AZ,6847,Litchfield Park AZ
Lincoln,AL,6845,Lincoln AL
Ocean City,MD,6844,Ocean City MD
Prairie View,TX,6843,Prairie View TX
Loomis,CA,6836,Loomis CA
Northlake,TX,6829,Northlake TX
Walden,NY,6818,Walden NY
Thomson ,GA,6814,Thomson  GA
Chester,IL,6814,Chester IL
La Feria,TX,6814,La Feria TX
Medina,MN,6809,Medina MN
Lawrence,NY,6809,Lawrence NY
St Augustine Beach,FL,6803,St Augustine Beach FL
Liberty Hill,TX,6801,Liberty Hill TX
Pepper Pike,OH,6796,Pepper Pike OH
Atlantic,IA,6792,Atlantic IA
Junction City,OR,6787,Junction City OR
Jordan,MN,6777,Jordan MN
Tabernacle Township,NJ,6776,Tabernacle Township NJ
Sealy,TX,6775,Sealy TX
Opp,AL,6771,Opp AL
Normandy Park,WA,6771,Normandy Park WA
Corcoran,MN,6770,Corcoran MN
Westbrook,CT,6769,Westbrook CT
Berkley,MA,6764,Berkley MA
Stewartville,MN,6759,Stewartville MN
Groveland,MA,6752,Groveland MA
Satsuma,AL,6749,Satsuma AL
Bayville,NY,6748,Bayville NY
Roosevelt,UT,6747,Roosevelt UT
Brookings,OR,6744,Brookings OR
North Syracuse,NY,6739,North Syracuse NY
Live Oak,FL,6735,Live Oak FL
Essex,CT,6733,Essex CT
Addis,LA,6731,Addis LA
Galax,VA,6730,Galax VA
Franklin,LA,6728,Franklin LA
Belpre,OH,6728,Belpre OH
Eldridge,IA,6726,Eldridge IA
Merrimac,MA,6723,Merrimac MA
Farmington,NH,6722,Farmington NH
Eliot,ME,6717,Eliot ME
Newbury,MA,6716,Newbury MA
Ocean Shores,WA,6715,Ocean Shores WA
Boonville,IN,6712,Boonville IN
Elletsville,IN,6712,Elletsville IN
Willis,TX,6710,Willis TX
Benton,IL,6709,Benton IL
Robertsdale,AL,6708,Robertsdale AL
Altoona,WI,6706,Altoona WI
Winthrop Harbor,IL,6705,Winthrop Harbor IL
Stone Mountain,GA,6703,Stone Mountain GA
Swanton,VT,6701,Swanton VT
Fowler,CA,6700,Fowler CA
Upper Sandusky,OH,6698,Upper Sandusky OH
Donaldsonville,LA,6695,Donaldsonville LA
North Caldwell,NJ,6694,North Caldwell NJ
Oakdale,LA,6692,Oakdale LA
Plymouth,NH,6682,Plymouth NH
Burnet,TX,6676,Burnet TX
Crescent City,CA,6673,Crescent City CA
Clover,SC,6671,Clover SC
Amory,MS,6666,Amory MS
Highland Heights,KY,6662,Highland Heights KY
Meredith,NH,6662,Meredith NH
New Hartford,CT,6658,New Hartford CT
Bronxville,NY,6656,Bronxville NY
Ontario,OH,6656,Ontario OH
Irvington,NY,6652,Irvington NY
Warwick,NY,6652,Warwick NY
Purcell ,OK,6651,Purcell  OK
Solvay,NY,6645,Solvay NY
Delano,MN,6638,Delano MN
Marshfield ,MO,6633,Marshfield  MO
Larchmont,NY,6630,Larchmont NY
Sunbury,OH,6614,Sunbury OH
Mascotte,FL,6609,Mascotte FL
North Vernon,IN,6608,North Vernon IN
Horseheads,NY,6606,Horseheads NY
Litchfield,IL,6605,Litchfield IL
Pratt ,KS,6603,Pratt  KS
Rockaway Borough,NJ,6598,Rockaway Borough NJ
Chatham,MA,6594,Chatham MA
Buena Vista,VA,6591,Buena Vista VA
Treasure Island,FL,6584,Treasure Island FL
Milford,OH,6582,Milford OH
Morrow,GA,6569,Morrow GA
Topsfield,MA,6569,Topsfield MA
Union Gap,WA,6568,Union Gap WA
Gunnison,CO,6560,Gunnison CO
Indiantown,FL,6560,Indiantown FL
Brier,WA,6560,Brier WA
Pea Ridge,AK,6559,Pea Ridge AK
Pea Ridge,AR,6559,Pea Ridge AR
Vine Grove,KY,6559,Vine Grove KY
Valley City,ND,6559,Valley City ND
Columbiana,OH,6559,Columbiana OH
Hapeville,GA,6553,Hapeville GA
Sandown,NH,6548,Sandown NH
Schuyler,NE,6547,Schuyler NE
Iowa Park,TX,6547,Iowa Park TX
Byron,MN,6546,Byron MN
Plattsmouth,NE,6544,Plattsmouth NE
Garrett,IN,6542,Garrett IN
Geneseo,IL,6539,Geneseo IL
Carthage,TX,6533,Carthage TX
Litchfield ,MN,6532,Litchfield  MN
Woodland,WA,6531,Woodland WA
West Greenwich,RI,6528,West Greenwich RI
Charles Town ,WV,6523,Charles Town  WV
Nitro,WV,6518,Nitro WV
St John,MO,6517,St John MO
Calipatria,CA,6515,Calipatria CA
Mattapoisett,MA,6508,Mattapoisett MA
Union Township,NJ,6507,Union Township NJ
Ralston,NE,6494,Ralston NE
Mount Vernon,IN,6493,Mount Vernon IN
Washington Township,NJ,6492,Washington Township NJ
Aubrey,TX,6490,Aubrey TX
Timnath,CO,6487,Timnath CO
Fairfield,ME,6484,Fairfield ME
Hillsboro,OH,6481,Hillsboro OH
Eatonton ,GA,6480,Eatonton  GA
Rindge,NH,6476,Rindge NH
Taos,NM,6474,Taos NM
Lebanon,ME,6469,Lebanon ME
Hermon,ME,6461,Hermon ME
Lynchburg,TN,6461,Lynchburg TN
Abilene ,KS,6460,Abilene  KS
Shamong Township,NJ,6460,Shamong Township NJ
Exeter,RI,6460,Exeter RI
Chickasaw,AL,6457,Chickasaw AL
Watchung,NJ,6449,Watchung NJ
Marion,SC,6448,Marion SC
Nephi,UT,6443,Nephi UT
Cherry Hills Village,CO,6442,Cherry Hills Village CO
Carbondale,CO,6434,Carbondale CO
St Gabriel,LA,6433,St Gabriel LA
Countryside,IL,6420,Countryside IL
Powell,WY,6419,Powell WY
Peterborough,NH,6418,Peterborough NH
Wolfeboro,NH,6416,Wolfeboro NH
Colusa,CA,6411,Colusa CA
Sidney,NE,6410,Sidney NE
Eudora,KS,6408,Eudora KS
Crockett,TX,6406,Crockett TX
Leitchfield,KY,6404,Leitchfield KY
Glenarden,MD,6402,Glenarden MD
Carver,MN,6401,Carver MN
De Soto,MO,6400,De Soto MO
Peitas,TX,6399,Peitas TX
Zimmerman,MN,6395,Zimmerman MN
Moraine,OH,6393,Moraine OH
Douglas,WY,6386,Douglas WY
South Lebanon,OH,6384,South Lebanon OH
Dillon,SC,6384,Dillon SC
Sanibel,FL,6382,Sanibel FL
Gun Barrel City,TX,6378,Gun Barrel City TX
Lake Alfred,FL,6374,Lake Alfred FL
Walker,LA,6374,Walker LA
Carlstadt,NJ,6372,Carlstadt NJ
Prospect Park,NJ,6372,Prospect Park NJ
Salem,IN,6371,Salem IN
New Hanover Township,NJ,6367,New Hanover Township NJ
Huntingburg,IN,6362,Huntingburg IN
Chesapeake Beach,MD,6356,Chesapeake Beach MD
Johnsburg,IL,6355,Johnsburg IL
Sidney,MT,6346,Sidney MT
Keene,TX,6346,Keene TX
Pigeon Forge,TN,6343,Pigeon Forge TN
Crystal City,TX,6335,Crystal City TX
East Rochester,NY,6334,East Rochester NY
Cynthiana,KY,6333,Cynthiana KY
Dalton,MA,6330,Dalton MA
Portland,IN,6320,Portland IN
Ashburnham,MA,6315,Ashburnham MA
Lindale,TX,6313,Lindale TX
Sweetwater,TN,6312,Sweetwater TN
Henderson,TN,6308,Henderson TN
Orleans,MA,6307,Orleans MA
Ville Platte,LA,6303,Ville Platte LA
Gulf Breeze,FL,6302,Gulf Breeze FL
Tecumseh,OK,6302,Tecumseh OK
Munford,TN,6302,Munford TN
Newport,NH,6299,Newport NH
Roseland,NJ,6299,Roseland NJ
Rossford,OH,6299,Rossford OH
Millersville,TN,6299,Millersville TN
Dacono,CO,6297,Dacono CO
Clyde,OH,6294,Clyde OH
Willows,CA,6293,Willows CA
Barnesville ,GA,6292,Barnesville  GA
Mulvane,KS,6286,Mulvane KS
Tallulah,LA,6286,Tallulah LA
Dennis Township,NJ,6285,Dennis Township NJ
Talent,OR,6282,Talent OR
Warrenton,OR,6277,Warrenton OR
Lebanon,KY,6274,Lebanon KY
Rochester,IN,6270,Rochester IN
Princeton,KY,6270,Princeton KY
Plaquemine,LA,6269,Plaquemine LA
Fair Haven,NJ,6269,Fair Haven NJ
Orange City,IA,6267,Orange City IA
Pembroke Park,FL,6260,Pembroke Park FL
Martins Ferry,OH,6260,Martins Ferry OH
Tea,SD,6256,Tea SD
Shrewsbury,MO,6254,Shrewsbury MO
McRaeHelena  ,GA,6253,McRaeHelena   GA
Jackson,OH,6252,Jackson OH
Nolanville,TX,6249,Nolanville TX
Marianna,FL,6245,Marianna FL
Harrah,OK,6245,Harrah OK
Hampstead,MD,6241,Hampstead MD
Oakland,ME,6230,Oakland ME
Elsmere,DE,6229,Elsmere DE
Mendon,MA,6228,Mendon MA
Southampton,MA,6224,Southampton MA
Maurice River Township,NJ,6218,Maurice River Township NJ
Cold Spring,KY,6216,Cold Spring KY
High Springs,FL,6215,High Springs FL
Thurmont,MD,6213,Thurmont MD
Corry,PA,6210,Corry PA
Rushville,IN,6208,Rushville IN
Huron,CA,6206,Huron CA
Kingston,NH,6202,Kingston NH
Aztec,NM,6201,Aztec NM
LauderdalebytheSea,FL,6198,LauderdalebytheSea FL
Willard,OH,6197,Willard OH
Paulsboro,NJ,6196,Paulsboro NJ
Lebanon Township,NJ,6195,Lebanon Township NJ
Braidwood,IL,6194,Braidwood IL
Eastampton Township,NJ,6191,Eastampton Township NJ
Henniker,NH,6185,Henniker NH
Crestwood,KY,6183,Crestwood KY
Lakemoor,IL,6182,Lakemoor IL
Clairton,PA,6181,Clairton PA
Elburn,IL,6175,Elburn IL
Killingworth,CT,6174,Killingworth CT
Edgewood,NM,6174,Edgewood NM
Lyman,SC,6173,Lyman SC
Cheverly,MD,6170,Cheverly MD
White Oak,TX,6169,White Oak TX
Caruthersville ,MO,6168,Caruthersville  MO
Rowley,MA,6161,Rowley MA
Tequesta,FL,6158,Tequesta FL
Gas City,IN,6157,Gas City IN
Walkersville,MD,6156,Walkersville MD
Adel,IA,6153,Adel IA
Morris Plains,NJ,6153,Morris Plains NJ
Oceanport,NJ,6150,Oceanport NJ
Darlington,SC,6149,Darlington SC
Gladewater,TX,6137,Gladewater TX
Marlborough,CT,6133,Marlborough CT
Little Silver,NJ,6131,Little Silver NJ
Rittman,OH,6131,Rittman OH
Chillicothe,IL,6128,Chillicothe IL
Maquoketa,IA,6128,Maquoketa IA
Woodcliff Lake,NJ,6128,Woodcliff Lake NJ
Solvang,CA,6126,Solvang CA
Tarrant,AL,6124,Tarrant AL
Volo,IL,6122,Volo IL
Winthrop,ME,6121,Winthrop ME
Torrington,WY,6119,Torrington WY
De Soto,KS,6118,De Soto KS
Wesley Hills,NY,6116,Wesley Hills NY
Gustine,CA,6110,Gustine CA
Granby,MA,6110,Granby MA
New Boston,NH,6108,New Boston NH
De Queen,AK,6105,De Queen AK
De Queen,AR,6105,De Queen AR
Sheridan,CO,6105,Sheridan CO
Snowflake,AZ,6104,Snowflake AZ
Wappingers Falls,NY,6103,Wappingers Falls NY
Fruit Heights,UT,6101,Fruit Heights UT
The Village of Indian Hill,OH,6087,The Village of Indian Hill OH
Hartford City,IN,6086,Hartford City IN
Blackwell,OK,6085,Blackwell OK
Erwin,TN,6083,Erwin TN
Rupert ,ID,6082,Rupert  ID
Franklin,PA,6077,Franklin PA
Avon,CO,6072,Avon CO
Fruitland,ID,6072,Fruitland ID
Louisville,MS,6072,Louisville MS
Madison ,SD,6071,Madison  SD
Waupaca,WI,6069,Waupaca WI
Everman,TX,6067,Everman TX
Independence,IA,6064,Independence IA
Prosser,WA,6062,Prosser WA
Houlton,ME,6055,Houlton ME
Ward,AK,6052,Ward AK
Ward,AR,6052,Ward AR
Truth or Consequences,NM,6052,Truth or Consequences NM
Medina,NY,6047,Medina NY
Raton,NM,6041,Raton NM
Hainesport Township,NJ,6035,Hainesport Township NJ
Hempstead,TX,6028,Hempstead TX
Hilton,NY,6027,Hilton NY
Port Clinton,OH,6025,Port Clinton OH
Mount Zion,IL,6019,Mount Zion IL
Hopedale,MA,6017,Hopedale MA
Mendham Township,NJ,6016,Mendham Township NJ
Kermit,TX,6016,Kermit TX
Groveport,OH,6009,Groveport OH
Wolfforth,TX,6008,Wolfforth TX
Littleton,NH,6005,Littleton NH
Waterville,OH,6003,Waterville OH
Midway,UT,6003,Midway UT
Trenton ,MO,6001,Trenton  MO
Beacon Falls,CT,6000,Beacon Falls CT
Logan Township,NJ,6000,Logan Township NJ
Wilmore,KY,5999,Wilmore KY
East Aurora,NY,5998,East Aurora NY
Andover Township,NJ,5996,Andover Township NJ
Bulverde,TX,5996,Bulverde TX
Pauls Valley ,OK,5992,Pauls Valley  OK
Loudon,TN,5991,Loudon TN
Brookville,OH,5989,Brookville OH
Social Circle,GA,5974,Social Circle GA
Wayne,NE,5973,Wayne NE
Bridgeport,TX,5972,Bridgeport TX
Metropolis,IL,5969,Metropolis IL
Gardiner,ME,5961,Gardiner ME
District Heights,MD,5959,District Heights MD
Cumberland,IN,5954,Cumberland IN
Kingston,TN,5953,Kingston TN
Lewistown,MT,5952,Lewistown MT
Monroeville,AL,5951,Monroeville AL
Beardstown,IL,5951,Beardstown IL
Charleston ,MO,5947,Charleston  MO
Auburn,NH,5946,Auburn NH
Granville,OH,5946,Granville OH
Bartonville,IL,5945,Bartonville IL
Edna,TX,5944,Edna TX
Asbury,IA,5943,Asbury IA
Monticello,IL,5941,Monticello IL
Hillsborough,NH,5939,Hillsborough NH
Manasquan,NJ,5938,Manasquan NJ
Holdenville ,OK,5934,Holdenville  OK
Patterson,LA,5931,Patterson LA
Salamanca,NY,5929,Salamanca NY
Glendale,MO,5925,Glendale MO
Geneva,OH,5924,Geneva OH
Dover,MA,5923,Dover MA
Yoakum,TX,5923,Yoakum TX
Bay Harbor Islands,FL,5922,Bay Harbor Islands FL
Oelwein,IA,5920,Oelwein IA
DeFuniak Springs,FL,5919,DeFuniak Springs FL
Northfield,VT,5918,Northfield VT
West Bountiful,UT,5917,West Bountiful UT
Hopkinton,NH,5914,Hopkinton NH
Prairie du Chien,WI,5911,Prairie du Chien WI
Mount Arlington,NJ,5909,Mount Arlington NJ
Peoria Heights,IL,5908,Peoria Heights IL
Belmar,NJ,5907,Belmar NJ
Poland,ME,5906,Poland ME
Estes Park,CO,5904,Estes Park CO
Estherville,IA,5904,Estherville IA
Lake City,SC,5903,Lake City SC
Hillsboro,IL,5902,Hillsboro IL
Hightstown,NJ,5900,Hightstown NJ
Wake Village,TX,5897,Wake Village TX
Grafton,OH,5895,Grafton OH
Alton,NH,5894,Alton NH
Hudson,NY,5894,Hudson NY
Harriman,TN,5892,Harriman TN
Old Tappan,NJ,5888,Old Tappan NJ
Blaine,WA,5884,Blaine WA
Pontoon Beach,IL,5876,Pontoon Beach IL
Los Ranchos de Albuquerque,NM,5874,Los Ranchos de Albuquerque NM
Littlefield,TX,5871,Littlefield TX
Tewksbury Township,NJ,5870,Tewksbury Township NJ
Berlin Township,NJ,5867,Berlin Township NJ
Watford City,ND,5866,Watford City ND
Columbia,MS,5864,Columbia MS
Freeport,FL,5861,Freeport FL
Jonesborough,TN,5860,Jonesborough TN
Rumford,ME,5858,Rumford ME
Willow Springs,IL,5857,Willow Springs IL
Fort Wright,KY,5851,Fort Wright KY
Carterville,IL,5848,Carterville IL
Childress,TX,5844,Childress TX
Villa Park,CA,5843,Villa Park CA
Parker,TX,5833,Parker TX
Livingston,TX,5829,Livingston TX
Windcrest,TX,5828,Windcrest TX
Attalla,AL,5827,Attalla AL
Du Quoin,IL,5827,Du Quoin IL
Alma,AK,5825,Alma AK
Alma,AR,5825,Alma AR
Krum,TX,5823,Krum TX
Central City,KY,5819,Central City KY
Turner,ME,5817,Turner ME
Mullica Township,NJ,5816,Mullica Township NJ
Alpine,TX,5815,Alpine TX
Rochelle Park,NJ,5814,Rochelle Park NJ
Sandersville ,GA,5813,Sandersville  GA
Slaton,TX,5811,Slaton TX
Eaton,CO,5802,Eaton CO
Waynesboro ,GA,5799,Waynesboro  GA
Dos Palos,CA,5798,Dos Palos CA
Princeton ,WV,5798,Princeton  WV
Richmond ,MO,5797,Richmond  MO
Starke,FL,5796,Starke FL
Germantown,OH,5796,Germantown OH
Ulysses ,KS,5788,Ulysses  KS
Lee,MA,5788,Lee MA
Dripping Springs,TX,5787,Dripping Springs TX
East Alton,IL,5786,East Alton IL
Jamesburg,NJ,5783,Jamesburg NJ
Goshen,NY,5777,Goshen NY
Paola ,KS,5768,Paola  KS
Monticello,KY,5753,Monticello KY
Eastham,MA,5752,Eastham MA
Pelham Manor,NY,5752,Pelham Manor NY
Northfield,IL,5751,Northfield IL
Anadarko ,OK,5745,Anadarko  OK
Poolesville,MD,5742,Poolesville MD
Maize,KS,5735,Maize KS
Rensselaer,IN,5733,Rensselaer IN
Venus,TX,5727,Venus TX
Ranson,WV,5726,Ranson WV
Union Beach,NJ,5723,Union Beach NJ
International Falls ,MN,5718,International Falls  MN
Rochester,MA,5717,Rochester MA
Carlinville,IL,5710,Carlinville IL
Glencoe ,MN,5710,Glencoe  MN
Lake Mills,WI,5708,Lake Mills WI
Greenbrier,AK,5707,Greenbrier AK
Greenbrier,AR,5707,Greenbrier AR
Coal City,IL,5705,Coal City IL
Blairstown,NJ,5704,Blairstown NJ
Byron,GA,5702,Byron GA
Belle Fourche ,SD,5699,Belle Fourche  SD
Surfside,FL,5689,Surfside FL
Pass Christian,MS,5686,Pass Christian MS
Berryville,AK,5682,Berryville AK
Berryville,AR,5682,Berryville AR
La Habra Heights,CA,5682,La Habra Heights CA
Elsa,TX,5680,Elsa TX
Covington,VA,5679,Covington VA
New Gloucester,ME,5676,New Gloucester ME
Salida,CO,5666,Salida CO
Dayton,KY,5666,Dayton KY
Bolton,MA,5665,Bolton MA
Wilmington,IL,5664,Wilmington IL
Eastman ,GA,5658,Eastman  GA
Washingtonville,NY,5657,Washingtonville NY
Webster,NY,5651,Webster NY
Leesville,LA,5649,Leesville LA
Chisago City,MN,5649,Chisago City MN
Sylvester ,GA,5644,Sylvester  GA
Norwood,NJ,5641,Norwood NJ
Creswell,OR,5641,Creswell OR
Pontotoc,MS,5640,Pontotoc MS
Henryetta,OK,5640,Henryetta OK
Brookline,NH,5639,Brookline NH
Albion,NY,5637,Albion NY
Posen,IL,5632,Posen IL
Weiser ,ID,5630,Weiser  ID
Winston,OR,5625,Winston OR
Kings Point,NY,5619,Kings Point NY
Lake Bluff,IL,5616,Lake Bluff IL
Ephraim,UT,5611,Ephraim UT
Holtville,CA,5605,Holtville CA
Red Oak,IA,5596,Red Oak IA
Preston ,ID,5591,Preston  ID
Battlefield,MO,5590,Battlefield MO
Mena,AK,5589,Mena AK
Mena,AR,5589,Mena AR
Lafayette,TN,5584,Lafayette TN
Fort Myers Beach,FL,5582,Fort Myers Beach FL
Spring Valley,IL,5582,Spring Valley IL
White Hall,AK,5581,White Hall AK
White Hall,AR,5581,White Hall AR
Loudon,NH,5576,Loudon NH
Tonganoxie,KS,5573,Tonganoxie KS
Adel ,GA,5571,Adel  GA
Bath,NY,5571,Bath NY
Colby ,KS,5570,Colby  KS
Willington,CT,5566,Willington CT
Somerdale,NJ,5566,Somerdale NJ
Hutchins,TX,5566,Hutchins TX
Sinton,TX,5562,Sinton TX
New Carlisle,OH,5559,New Carlisle OH
Jamestown,RI,5559,Jamestown RI
Jackson ,GA,5557,Jackson  GA
Oak Point,TX,5557,Oak Point TX
Perry,UT,5555,Perry UT
Parkville,MO,5554,Parkville MO
New Castle,DE,5551,New Castle DE
New Whiteland,IN,5550,New Whiteland IN
Bellevue,KY,5548,Bellevue KY
Fairfield Township,NJ,5546,Fairfield Township NJ
Milton,WI,5546,Milton WI
Walterboro,SC,5544,Walterboro SC
Polk City,IA,5543,Polk City IA
Rye,NH,5543,Rye NH
Marlin,TX,5543,Marlin TX
Williams,CA,5538,Williams CA
Rusk,TX,5537,Rusk TX
Fruitland,MD,5534,Fruitland MD
Bowie,TX,5534,Bowie TX
Chestertown,MD,5532,Chestertown MD
Barre,MA,5530,Barre MA
McKenzie,TN,5529,McKenzie TN
Pahokee,FL,5524,Pahokee FL
Berlin,WI,5524,Berlin WI
McGregor,TX,5522,McGregor TX
White City,UT,5522,White City UT
Luling,TX,5518,Luling TX
Holdrege,NE,5515,Holdrege NE
DeWitt,IA,5514,DeWitt IA
Sheldon,IA,5512,Sheldon IA
Monticello,IN,5508,Monticello IN
Boxborough,MA,5506,Boxborough MA
Rainsville,AL,5505,Rainsville AL
Fairport,NY,5501,Fairport NY
Carlisle,OH,5501,Carlisle OH
Brookshire,TX,5501,Brookshire TX
Cave Springs,AK,5495,Cave Springs AK
Cave Springs,AR,5495,Cave Springs AR
Kaser,NY,5491,Kaser NY
Lyndon,VT,5491,Lyndon VT
Obetz,OH,5489,Obetz OH
Spring Grove,IL,5487,Spring Grove IL
Algona,IA,5487,Algona IA
St Paul Park,MN,5486,St Paul Park MN
Harwinton,CT,5484,Harwinton CT
Pevely,MO,5484,Pevely MO
Malone,NY,5483,Malone NY
Emporia,VA,5481,Emporia VA
Sunset,UT,5475,Sunset UT
Greenwich Township,NJ,5473,Greenwich Township NJ
Mount Carmel,TN,5473,Mount Carmel TN
Macon ,MO,5471,Macon  MO
Independence Township,NJ,5469,Independence Township NJ
North Hills,NY,5464,North Hills NY
New Hempstead,NY,5463,New Hempstead NY
Ripley,MS,5462,Ripley MS
Edgerton,WI,5461,Edgerton WI
Walton,KY,5460,Walton KY
Douglass Hills,KY,5456,Douglass Hills KY
Warren,AK,5453,Warren AK
Warren,AR,5453,Warren AR
Anamosa,IA,5450,Anamosa IA
Rockwood,TN,5444,Rockwood TN
Weldon Spring,MO,5443,Weldon Spring MO
Connell,WA,5441,Connell WA
Spirit Lake,IA,5439,Spirit Lake IA
Morristown,VT,5434,Morristown VT
Deer Park,OH,5432,Deer Park OH
St Helena,CA,5430,St Helena CA
Forest,MS,5430,Forest MS
Williamsville,NY,5423,Williamsville NY
Bridgton,ME,5418,Bridgton ME
Osceola,IA,5415,Osceola IA
Belleview,FL,5413,Belleview FL
Centerville,IA,5412,Centerville IA
Reminderville,OH,5412,Reminderville OH
Wellston,OH,5412,Wellston OH
Atlanta,TX,5409,Atlanta TX
Manchester,MD,5408,Manchester MD
Rockdale,TX,5398,Rockdale TX
Iola ,KS,5396,Iola  KS
ManchesterbytheSea,MA,5395,ManchesterbytheSea MA
Sansom Park,TX,5388,Sansom Park TX
Smiths Station,AL,5384,Smiths Station AL
Walnut Ridge,AK,5384,Walnut Ridge AK
Walnut Ridge,AR,5384,Walnut Ridge AR
Aledo,TX,5380,Aledo TX
St Martinville,LA,5379,St Martinville LA
Glencoe,AL,5372,Glencoe AL
Blakely ,GA,5371,Blakely  GA
Clarinda,IA,5369,Clarinda IA
Moab,UT,5366,Moab UT
Dunlap,TN,5357,Dunlap TN
Benson,AZ,5355,Benson AZ
South Pasadena,FL,5353,South Pasadena FL
Winterset,IA,5353,Winterset IA
Cameron,TX,5352,Cameron TX
Philomath,OR,5350,Philomath OR
Marion,MA,5347,Marion MA
Englewood Cliffs,NJ,5342,Englewood Cliffs NJ
Lavon,TX,5342,Lavon TX
Oak Bluffs,MA,5341,Oak Bluffs MA
Brush,CO,5339,Brush CO
Hollywood,SC,5339,Hollywood SC
Berkeley,IL,5338,Berkeley IL
Clementon,NJ,5338,Clementon NJ
Allamuchy Township,NJ,5335,Allamuchy Township NJ
Bowling Green ,MO,5334,Bowling Green  MO
Ada,OH,5334,Ada OH
Wilmer,TX,5332,Wilmer TX
Waterbury,VT,5331,Waterbury VT
Williamsburg,KY,5326,Williamsburg KY
Hadley,MA,5325,Hadley MA
Canal Fulton,OH,5325,Canal Fulton OH
Guadalupe,AZ,5322,Guadalupe AZ
Jaffrey,NH,5320,Jaffrey NH
Margate City,NJ,5317,Margate City NJ
Roanoke,AL,5311,Roanoke AL
Woodside,CA,5309,Woodside CA
Columbia Falls,MT,5308,Columbia Falls MT
Toronto,OH,5303,Toronto OH
Primera,TX,5303,Primera TX
Frankford Township,NJ,5302,Frankford Township NJ
Cicero,IN,5301,Cicero IN
Odessa,MO,5300,Odessa MO
Genoa,IL,5298,Genoa IL
Bethany,CT,5297,Bethany CT
Lake City,MN,5297,Lake City MN
Salem,NJ,5296,Salem NJ
Montevideo ,MN,5292,Montevideo  MN
Willard,MO,5288,Willard MO
Tucumcari,NM,5278,Tucumcari NM
Brewton,AL,5276,Brewton AL
Tipton,IN,5275,Tipton IN
La Crescent,MN,5274,La Crescent MN
Columbia,CT,5272,Columbia CT
Uhrichsville,OH,5272,Uhrichsville OH
BatesburgLeesville,SC,5270,BatesburgLeesville SC
Chester,SC,5269,Chester SC
Buckhannon ,WV,5265,Buckhannon  WV
Hazard,KY,5263,Hazard KY
Titusville,PA,5262,Titusville PA
Westville,IN,5257,Westville IN
Verdigris,OK,5256,Verdigris OK
Okeechobee,FL,5254,Okeechobee FL
Duquesne,PA,5254,Duquesne PA
Windsor Heights,IA,5252,Windsor Heights IA
Central,SC,5247,Central SC
Breckenridge,TX,5244,Breckenridge TX
Hickory Creek,TX,5244,Hickory Creek TX
Chardon,OH,5242,Chardon OH
Grambling,LA,5239,Grambling LA
Elmsford,NY,5239,Elmsford NY
Carlisle,MA,5237,Carlisle MA
Dundee,FL,5235,Dundee FL
Hyde Park,UT,5234,Hyde Park UT
Camden,ME,5232,Camden ME
Chester,NH,5232,Chester NH
Thatcher,AZ,5231,Thatcher AZ
Nottingham,NH,5229,Nottingham NH
Calistoga,CA,5228,Calistoga CA
Eureka,IL,5227,Eureka IL
North Manchester,IN,5227,North Manchester IN
Falcon Heights,MN,5227,Falcon Heights MN
Stowe,VT,5223,Stowe VT
Granite Shoals,TX,5222,Granite Shoals TX
Greenwood,MO,5221,Greenwood MO
East Granby,CT,5214,East Granby CT
Veneta,OR,5214,Veneta OR
Nassau Bay,TX,5213,Nassau Bay TX
Midfield,AL,5211,Midfield AL
